Vertex 1,Vertex 2,Bond Strength
Feinstein,Kerry,0.914
Feinstein,Klobuchar,0.918
Feinstein,Kohl,0.918
Feinstein,Kyl,0.429
Feinstein,Landrieu,0.785
Feinstein,Lautenberg,0.938
Feinstein,Leahy,0.901
Feinstein,Levin,0.921
Feinstein,Lieberman,0.868
Feinstein,Lincoln,0.871
Feinstein,Lott,0.446
Feinstein,Lugar,0.584
Feinstein,Martinez,0.477
Feinstein,McCain,0.508
Feinstein,McCaskill,0.798
Feinstein,McConnell,0.432
Feinstein,Menendez,0.942
Feinstein,Mikulski,0.93
Feinstein,Murkowski,0.542
Feinstein,Murray,0.922
Feinstein,Nelson (FL),0.9
Feinstein,Nelson (NE),0.765
Feinstein,Obama,0.926
Feinstein,Pryor,0.835
Feinstein,Reed,0.918
Feinstein,Reid,0.905
Feinstein,Roberts,0.43
Feinstein,Rockefeller,0.845
Feinstein,Salazar,0.914
Feinstein,Sanders,0.885
Feinstein,Schumer,0.945
Feinstein,Sessions,0.405
Feinstein,Shelby,0.444
Feinstein,Smith,0.642
Feinstein,Snowe,0.724
Feinstein,Specter,0.682
Feinstein,Stabenow,0.893
Feinstein,Stevens,0.545
Feinstein,Sununu,0.45
Feinstein,Tester,0.815
Feinstein,Thune,0.457
Feinstein,Vitter,0.4
Feinstein,Voinovich,0.595
Feinstein,Warner,0.541
Feinstein,Webb,0.877
Feinstein,Whitehouse,0.93
Feinstein,Wyden,0.909
Graham,Grassley,0.819
Graham,Gregg,0.793
Graham,Hagel,0.784
Graham,Harkin,0.435
Graham,Hatch,0.81
Graham,Hutchison,0.806
Graham,Inhofe,0.807
Graham,Inouye,0.387
Graham,Isakson,0.848
Graham,Kennedy,0.456
Graham,Kerry,0.451
Graham,Klobuchar,0.456
Graham,Kohl,0.439
Graham,Kyl,0.878
Graham,Landrieu,0.468
Graham,Lautenberg,0.435
Graham,Leahy,0.426
Graham,Levin,0.435
Graham,Lieberman,0.502
Graham,Lincoln,0.46
Graham,Lott,0.81
Graham,Lugar,0.802
Graham,Martinez,0.911
Graham,McCain,0.95
Graham,McCaskill,0.468
Graham,McConnell,0.835
Graham,Menendez,0.439
Graham,Mikulski,0.443
Graham,Murkowski,0.751
Graham,Murray,0.447
Graham,Nelson (FL),0.456
Graham,Nelson (NE),0.511
Graham,Obama,0.41
Graham,Pryor,0.477
Graham,Reed,0.43
Graham,Reid,0.456
Graham,Roberts,0.796
Graham,Rockefeller,0.397
Graham,Salazar,0.494
Graham,Sanders,0.388
Graham,Schumer,0.413
Graham,Sessions,0.806
Graham,Shelby,0.802
Graham,Smith,0.675
Graham,Snowe,0.637
Graham,Specter,0.73
Graham,Stabenow,0.422
Graham,Stevens,0.745
Graham,Sununu,0.776
Graham,Tester,0.43
Graham,Thune,0.814
Graham,Vitter,0.738
Graham,Voinovich,0.734
Graham,Warner,0.814
Graham,Webb,0.46
Graham,Whitehouse,0.426
Graham,Wyden,0.447
Grassley,Gregg,0.773
Grassley,Hagel,0.727
Grassley,Harkin,0.483
Grassley,Hatch,0.82
Grassley,Hutchison,0.825
Grassley,Inhofe,0.824
Grassley,Inouye,0.424
Grassley,Isakson,0.86
Grassley,Kennedy,0.433
Grassley,Kerry,0.464
Grassley,Klobuchar,0.49
Grassley,Kohl,0.482
Grassley,Kyl,0.777
Grassley,Landrieu,0.55
Grassley,Lautenberg,0.452
Grassley,Leahy,0.461
Grassley,Levin,0.459
Grassley,Lieberman,0.512
Grassley,Lincoln,0.519
Grassley,Lott,0.804
Grassley,Lugar,0.767
Grassley,Martinez,0.801
Grassley,McCain,0.825
Grassley,McCaskill,0.551
Grassley,McConnell,0.845
Grassley,Menendez,0.443
Grassley,Mikulski,0.463
Grassley,Murkowski,0.788
Grassley,Murray,0.459
Grassley,Nelson (FL),0.49
Grassley,Nelson (NE),0.602
Grassley,Obama,0.447
Grassley,Pryor,0.576
Grassley,Reed,0.473
Grassley,Reid,0.486
Grassley,Roberts,0.864
Grassley,Rockefeller,0.517
Grassley,Salazar,0.502
Grassley,Sanders,0.477
Grassley,Schumer,0.443
Grassley,Sessions,0.886
Grassley,Shelby,0.869
Grassley,Smith,0.724
Grassley,Snowe,0.682
Grassley,Specter,0.707
Grassley,Stabenow,0.477
Grassley,Stevens,0.771
Grassley,Sununu,0.806
Grassley,Tester,0.568
Grassley,Thune,0.918
Grassley,Vitter,0.858
Grassley,Voinovich,0.7
Grassley,Warner,0.76
Grassley,Webb,0.502
Grassley,Whitehouse,0.475
Grassley,Wyden,0.492
Gregg,Hagel,0.684
Gregg,Harkin,0.382
Gregg,Hatch,0.765
Gregg,Hutchison,0.807
Gregg,Inhofe,0.781
Gregg,Inouye,0.355
Gregg,Isakson,0.811
Gregg,Kennedy,0.454
Gregg,Kerry,0.429
Gregg,Klobuchar,0.412
Gregg,Kohl,0.403
Gregg,Kyl,0.794
Gregg,Landrieu,0.471
Gregg,Lautenberg,0.408
Gregg,Leahy,0.387
Gregg,Levin,0.391
Gregg,Lieberman,0.483
Gregg,Lincoln,0.454
Gregg,Lott,0.777
Gregg,Lugar,0.761
Gregg,Martinez,0.794
Gregg,McCain,0.85
Gregg,McCaskill,0.466
Gregg,McConnell,0.798
Gregg,Menendez,0.403
Gregg,Mikulski,0.408
Gregg,Murkowski,0.748
Gregg,Murray,0.42
Gregg,Nelson (FL),0.429
Gregg,Nelson (NE),0.508
Gregg,Obama,0.382
Gregg,Pryor,0.475
Gregg,Reed,0.387
Gregg,Reid,0.412
Gregg,Roberts,0.766
Gregg,Rockefeller,0.431
Gregg,Salazar,0.45
Gregg,Sanders,0.374
Gregg,Schumer,0.396
Gregg,Sessions,0.781
Gregg,Shelby,0.761
Gregg,Smith,0.668
Gregg,Snowe,0.613
Gregg,Specter,0.681
Gregg,Stabenow,0.378
Gregg,Stevens,0.714
Gregg,Sununu,0.815
Gregg,Tester,0.445
Gregg,Thune,0.765
Gregg,Vitter,0.747
Gregg,Voinovich,0.688
Gregg,Warner,0.79
Gregg,Webb,0.441
Gregg,Whitehouse,0.382
Gregg,Wyden,0.395
Hagel,Harkin,0.537
Hagel,Hatch,0.745
Hagel,Hutchison,0.749
Hagel,Inhofe,0.697
Hagel,Inouye,0.488
Hagel,Isakson,0.771
Hagel,Kennedy,0.519
Hagel,Kerry,0.524
Hagel,Klobuchar,0.515
Hagel,Kohl,0.532
Hagel,Kyl,0.766
Hagel,Landrieu,0.576
Hagel,Lautenberg,0.502
Hagel,Leahy,0.519
Hagel,Levin,0.519
Hagel,Lieberman,0.515
Hagel,Lincoln,0.558
Hagel,Lott,0.749
Hagel,Lugar,0.732
Hagel,Martinez,0.775
Hagel,McCain,0.717
Hagel,McCaskill,0.519
Hagel,McConnell,0.771
Hagel,Menendez,0.506
Hagel,Mikulski,0.528
Hagel,Murkowski,0.723
Hagel,Murray,0.532
Hagel,Nelson (FL),0.515
Hagel,Nelson (NE),0.597
Hagel,Obama,0.475
Hagel,Pryor,0.558
Hagel,Reed,0.519
Hagel,Reid,0.541
Hagel,Roberts,0.749
Hagel,Rockefeller,0.481
Hagel,Salazar,0.58
Hagel,Sanders,0.498
Hagel,Schumer,0.481
Hagel,Sessions,0.71
Hagel,Shelby,0.736
Hagel,Smith,0.693
Hagel,Snowe,0.615
Hagel,Specter,0.684
Hagel,Stabenow,0.506
Hagel,Stevens,0.667
Hagel,Sununu,0.701
Hagel,Tester,0.528
Hagel,Thune,0.719
Hagel,Vitter,0.684
Hagel,Voinovich,0.684
Hagel,Warner,0.753
Hagel,Webb,0.537
Hagel,Whitehouse,0.524
Hagel,Wyden,0.554
Harkin,Hatch,0.439
Harkin,Hutchison,0.429
Harkin,Inhofe,0.352
Harkin,Inouye,0.935
Harkin,Isakson,0.421
Harkin,Kennedy,0.883
Harkin,Kerry,0.918
Harkin,Klobuchar,0.93
Harkin,Kohl,0.921
Harkin,Kyl,0.395
Harkin,Landrieu,0.818
Harkin,Lautenberg,0.934
Harkin,Leahy,0.93
Harkin,Levin,0.901
Harkin,Lieberman,0.843
Harkin,Lincoln,0.867
Harkin,Lott,0.408
Harkin,Lugar,0.562
Harkin,Martinez,0.448
Harkin,McCain,0.458
Harkin,McCaskill,0.818
Harkin,McConnell,0.434
Harkin,Menendez,0.93
Harkin,Mikulski,0.926
Harkin,Murkowski,0.542
Harkin,Murray,0.934
Harkin,Nelson (FL),0.896
Harkin,Nelson (NE),0.785
Harkin,Obama,0.94
Harkin,Pryor,0.826
Harkin,Reed,0.938
Harkin,Reid,0.913
Harkin,Roberts,0.434
Harkin,Rockefeller,0.862
Harkin,Salazar,0.893
Harkin,Sanders,0.917
Harkin,Schumer,0.932
Harkin,Sessions,0.43
Harkin,Shelby,0.479
Harkin,Smith,0.624
Harkin,Snowe,0.723
Harkin,Specter,0.649
Harkin,Stabenow,0.897
Harkin,Stevens,0.537
Harkin,Sununu,0.455
Harkin,Tester,0.851
Harkin,Thune,0.483
Harkin,Vitter,0.4
Harkin,Voinovich,0.561
Harkin,Warner,0.517
Harkin,Webb,0.884
Harkin,Whitehouse,0.955
Harkin,Wyden,0.938
Hatch,Hutchison,0.837
Hatch,Inhofe,0.82
Hatch,Inouye,0.396
Hatch,Isakson,0.862
Hatch,Kennedy,0.448
Hatch,Kerry,0.433
Hatch,Klobuchar,0.456
Hatch,Kohl,0.439
Hatch,Kyl,0.794
Hatch,Landrieu,0.51
Hatch,Lautenberg,0.418
Hatch,Leahy,0.431
Hatch,Levin,0.435
Hatch,Lieberman,0.477
Hatch,Lincoln,0.49
Hatch,Lott,0.854
Hatch,Lugar,0.732
Hatch,Martinez,0.816
Hatch,McCain,0.8
Hatch,McCaskill,0.515
Hatch,McConnell,0.895
Hatch,Menendez,0.423
Hatch,Mikulski,0.435
Hatch,Murkowski,0.82
Hatch,Murray,0.448
Hatch,Nelson (FL),0.423
Hatch,Nelson (NE),0.569
Hatch,Obama,0.387
Hatch,Pryor,0.556
Hatch,Reed,0.431
Hatch,Reid,0.452
Hatch,Roberts,0.855
Hatch,Rockefeller,0.461
Hatch,Salazar,0.502
Hatch,Sanders,0.431
Hatch,Schumer,0.409
Hatch,Sessions,0.827
Hatch,Shelby,0.833
Hatch,Smith,0.724
Hatch,Snowe,0.64
Hatch,Specter,0.686
Hatch,Stabenow,0.456
Hatch,Stevens,0.801
Hatch,Sununu,0.782
Hatch,Tester,0.51
Hatch,Thune,0.824
Hatch,Vitter,0.791
Hatch,Voinovich,0.709
Hatch,Warner,0.795
Hatch,Webb,0.452
Hatch,Whitehouse,0.431
Hatch,Wyden,0.448
Hutchison,Inhofe,0.82
Hutchison,Inouye,0.369
Hutchison,Isakson,0.883
Hutchison,Kennedy,0.446
Hutchison,Kerry,0.442
Hutchison,Klobuchar,0.429
Hutchison,Kohl,0.429
Hutchison,Kyl,0.819
Hutchison,Landrieu,0.538
Hutchison,Lautenberg,0.429
Hutchison,Leahy,0.429
Hutchison,Levin,0.433
Hutchison,Lieberman,0.5
Hutchison,Lincoln,0.479
Hutchison,Lott,0.825
Hutchison,Lugar,0.754
Hutchison,Martinez,0.808
Hutchison,McCain,0.842
Hutchison,McCaskill,0.5
Hutchison,McConnell,0.842
Hutchison,Menendez,0.429
Hutchison,Mikulski,0.458
Hutchison,Murkowski,0.8
Hutchison,Murray,0.438
Hutchison,Nelson (FL),0.467
Hutchison,Nelson (NE),0.55
Hutchison,Obama,0.424
Hutchison,Pryor,0.542
Hutchison,Reed,0.425
Hutchison,Reid,0.458
Hutchison,Roberts,0.889
Hutchison,Rockefeller,0.448
Hutchison,Salazar,0.475
Hutchison,Sanders,0.433
Hutchison,Schumer,0.43
Hutchison,Sessions,0.81
Hutchison,Shelby,0.842
Hutchison,Smith,0.746
Hutchison,Snowe,0.633
Hutchison,Specter,0.717
Hutchison,Stabenow,0.446
Hutchison,Stevens,0.792
Hutchison,Sununu,0.792
Hutchison,Tester,0.504
Hutchison,Thune,0.833
Hutchison,Vitter,0.831
Hutchison,Voinovich,0.722
Hutchison,Warner,0.833
Hutchison,Webb,0.467
Hutchison,Whitehouse,0.417
Hutchison,Wyden,0.438
Inhofe,Inouye,0.286
Inhofe,Isakson,0.88
Inhofe,Kennedy,0.339
Inhofe,Kerry,0.343
Inhofe,Klobuchar,0.352
Inhofe,Kohl,0.335
Inhofe,Kyl,0.824
Inhofe,Landrieu,0.459
Inhofe,Lautenberg,0.335
Inhofe,Leahy,0.343
Inhofe,Levin,0.348
Inhofe,Lieberman,0.365
Inhofe,Lincoln,0.356
Inhofe,Lott,0.811
Inhofe,Lugar,0.682
Inhofe,Martinez,0.79
Inhofe,McCain,0.775
Inhofe,McCaskill,0.468
Inhofe,McConnell,0.858
Inhofe,Menendez,0.33
Inhofe,Mikulski,0.361
Inhofe,Murkowski,0.73
Inhofe,Murray,0.356
Inhofe,Nelson (FL),0.352
Inhofe,Nelson (NE),0.489
Inhofe,Obama,0.313
Inhofe,Pryor,0.451
Inhofe,Reed,0.343
Inhofe,Reid,0.365
Inhofe,Roberts,0.824
Inhofe,Rockefeller,0.371
Inhofe,Salazar,0.356
Inhofe,Sanders,0.348
Inhofe,Schumer,0.343
Inhofe,Sessions,0.858
Inhofe,Shelby,0.854
Inhofe,Smith,0.631
Inhofe,Snowe,0.575
Inhofe,Specter,0.592
Inhofe,Stabenow,0.369
Inhofe,Stevens,0.71
Inhofe,Sununu,0.815
Inhofe,Tester,0.438
Inhofe,Thune,0.845
Inhofe,Vitter,0.84
Inhofe,Voinovich,0.67
Inhofe,Warner,0.76
Inhofe,Webb,0.399
Inhofe,Whitehouse,0.322
Inhofe,Wyden,0.352
Inouye,Isakson,0.387
Inouye,Kennedy,0.876
Inouye,Kerry,0.876
Inouye,Klobuchar,0.935
Inouye,Kohl,0.945
Inouye,Kyl,0.359
Inouye,Landrieu,0.802
Inouye,Lautenberg,0.922
Inouye,Leahy,0.922
Inouye,Levin,0.912
Inouye,Lieberman,0.866
Inouye,Lincoln,0.88
Inouye,Lott,0.406
Inouye,Lugar,0.562
Inouye,Martinez,0.406
Inouye,McCain,0.342
Inouye,McCaskill,0.783
Inouye,McConnell,0.406
Inouye,Menendez,0.912
Inouye,Mikulski,0.926
Inouye,Murkowski,0.507
Inouye,Murray,0.94
Inouye,Nelson (FL),0.903
Inouye,Nelson (NE),0.793
Inouye,Obama,0.825
Inouye,Pryor,0.811
Inouye,Reed,0.926
Inouye,Reid,0.922
Inouye,Roberts,0.382
Inouye,Rockefeller,0.82
Inouye,Salazar,0.912
Inouye,Sanders,0.899
Inouye,Schumer,0.917
Inouye,Sessions,0.369
Inouye,Shelby,0.429
Inouye,Smith,0.594
Inouye,Snowe,0.682
Inouye,Specter,0.618
Inouye,Stabenow,0.899
Inouye,Stevens,0.525
Inouye,Sununu,0.387
Inouye,Tester,0.829
Inouye,Thune,0.442
Inouye,Vitter,0.318
Inouye,Voinovich,0.535
Inouye,Warner,0.475
Inouye,Webb,0.853
Inouye,Whitehouse,0.935
Inouye,Wyden,0.949
Isakson,Kennedy,0.438
Isakson,Kerry,0.446
Isakson,Klobuchar,0.432
Isakson,Kohl,0.424
Isakson,Kyl,0.857
Isakson,Landrieu,0.529
Isakson,Lautenberg,0.407
Isakson,Leahy,0.416
Isakson,Levin,0.43
Isakson,Lieberman,0.471
Isakson,Lincoln,0.469
Isakson,Lott,0.858
Isakson,Lugar,0.778
Isakson,Martinez,0.834
Isakson,McCain,0.867
Isakson,McCaskill,0.51
Isakson,McConnell,0.901
Isakson,Menendez,0.407
Isakson,Mikulski,0.444
Isakson,Murkowski,0.821
Isakson,Murray,0.432
Isakson,Nelson (FL),0.436
Isakson,Nelson (NE),0.568
Isakson,Obama,0.392
Isakson,Pryor,0.535
Isakson,Reed,0.416
Isakson,Reid,0.453
Isakson,Roberts,0.877
Isakson,Rockefeller,0.453
Isakson,Salazar,0.477
Isakson,Sanders,0.416
Isakson,Schumer,0.417
Isakson,Sessions,0.852
Isakson,Shelby,0.864
Isakson,Smith,0.72
Isakson,Snowe,0.638
Isakson,Specter,0.707
Isakson,Stabenow,0.449
Isakson,Stevens,0.835
Isakson,Sununu,0.835
Isakson,Tester,0.49
Isakson,Thune,0.877
Isakson,Vitter,0.862
Isakson,Voinovich,0.747
Isakson,Warner,0.81
Isakson,Webb,0.453
Isakson,Whitehouse,0.407
Isakson,Wyden,0.424
Kai,Zeus,0.8
Kennedy,Kerry,0.931
Kennedy,Klobuchar,0.9
Kennedy,Kohl,0.883
Kennedy,Kyl,0.45
Kennedy,Landrieu,0.758
Kennedy,Lautenberg,0.917
Kennedy,Leahy,0.888
Kennedy,Levin,0.888
Kennedy,Lieberman,0.854
Kennedy,Lincoln,0.846
Kennedy,Lott,0.433
Kennedy,Lugar,0.588
Kennedy,Martinez,0.483
Kennedy,McCain,0.517
Kennedy,McCaskill,0.788
Kennedy,McConnell,0.442
Kennedy,Menendez,0.942
Kennedy,Mikulski,0.904
Kennedy,Murkowski,0.554
Kennedy,Murray,0.921
Kennedy,Nelson (FL),0.863
Kennedy,Nelson (NE),0.758
Kennedy,Obama,0.894
Kennedy,Pryor,0.804
Kennedy,Reed,0.904
Kennedy,Reid,0.879
Kennedy,Roberts,0.421
Kennedy,Rockefeller,0.832
Kennedy,Salazar,0.913
Kennedy,Sanders,0.858
Kennedy,Schumer,0.906
Kennedy,Sessions,0.401
Kennedy,Shelby,0.442
Kennedy,Smith,0.633
Kennedy,Snowe,0.708
Kennedy,Specter,0.696
Kennedy,Stabenow,0.863
Kennedy,Stevens,0.55
Kennedy,Sununu,0.442
Kennedy,Tester,0.775
Kennedy,Thune,0.45
Kennedy,Vitter,0.382
Kennedy,Voinovich,0.595
Kennedy,Warner,0.55
Kennedy,Webb,0.846
Kennedy,Whitehouse,0.921
Kennedy,Wyden,0.875
Kerry,Klobuchar,0.918
Kerry,Kohl,0.91
Kerry,Kyl,0.429
Kerry,Landrieu,0.824
Kerry,Lautenberg,0.94
Kerry,Leahy,0.888
Kerry,Levin,0.918
Kerry,Lieberman,0.871
Kerry,Lincoln,0.863
Kerry,Lott,0.416
Kerry,Lugar,0.562
Kerry,Martinez,0.476
Kerry,McCain,0.525
Kerry,McCaskill,0.824
Kerry,McConnell,0.451
Kerry,Menendez,0.948
Kerry,Mikulski,0.927
Kerry,Murkowski,0.536
Kerry,Murray,0.936
Kerry,Nelson (FL),0.897
Kerry,Nelson (NE),0.76
Kerry,Obama,0.912
Kerry,Pryor,0.815
Kerry,Reed,0.918
Kerry,Reid,0.897
Kerry,Roberts,0.425
Kerry,Rockefeller,0.832
Kerry,Salazar,0.893
Kerry,Sanders,0.871
Kerry,Schumer,0.893
Kerry,Sessions,0.399
Kerry,Shelby,0.468
Kerry,Smith,0.635
Kerry,Snowe,0.725
Kerry,Specter,0.7
Kerry,Stabenow,0.897
Kerry,Stevens,0.537
Kerry,Sununu,0.442
Kerry,Tester,0.815
Kerry,Thune,0.464
Kerry,Vitter,0.382
Kerry,Voinovich,0.579
Kerry,Warner,0.541
Kerry,Webb,0.867
Kerry,Whitehouse,0.931
Kerry,Wyden,0.914
Klobuchar,Kohl,0.959
Klobuchar,Kyl,0.416
Klobuchar,Landrieu,0.831
Klobuchar,Lautenberg,0.938
Klobuchar,Leahy,0.918
Klobuchar,Levin,0.926
Klobuchar,Lieberman,0.868
Klobuchar,Lincoln,0.909
Klobuchar,Lott,0.45
Klobuchar,Lugar,0.592
Klobuchar,Martinez,0.465
Klobuchar,McCain,0.492
Klobuchar,McCaskill,0.849
Klobuchar,McConnell,0.449
Klobuchar,Menendez,0.93
Klobuchar,Mikulski,0.926
Klobuchar,Murkowski,0.571
Klobuchar,Murray,0.918
Klobuchar,Nelson (FL),0.917
Klobuchar,Nelson (NE),0.816
Klobuchar,Obama,0.931
Klobuchar,Pryor,0.857
Klobuchar,Reed,0.942
Klobuchar,Reid,0.922
Klobuchar,Roberts,0.443
Klobuchar,Rockefeller,0.888
Klobuchar,Salazar,0.922
Klobuchar,Sanders,0.889
Klobuchar,Schumer,0.936
Klobuchar,Sessions,0.435
Klobuchar,Shelby,0.463
Klobuchar,Smith,0.617
Klobuchar,Snowe,0.727
Klobuchar,Specter,0.678
Klobuchar,Stabenow,0.918
Klobuchar,Stevens,0.558
Klobuchar,Sununu,0.459
Klobuchar,Tester,0.856
Klobuchar,Thune,0.494
Klobuchar,Vitter,0.396
Klobuchar,Voinovich,0.595
Klobuchar,Warner,0.529
Klobuchar,Webb,0.882
Klobuchar,Whitehouse,0.947
Klobuchar,Wyden,0.947
Kohl,Kyl,0.399
Kohl,Landrieu,0.831
Kohl,Lautenberg,0.938
Kohl,Leahy,0.926
Kohl,Levin,0.926
Kohl,Lieberman,0.893
Kohl,Lincoln,0.9
Kohl,Lott,0.438
Kohl,Lugar,0.576
Kohl,Martinez,0.448
Kohl,McCain,0.458
Kohl,McCaskill,0.824
Kohl,McConnell,0.424
Kohl,Menendez,0.93
Kohl,Mikulski,0.926
Kohl,Murkowski,0.538
Kohl,Murray,0.926
Kohl,Nelson (FL),0.934
Kohl,Nelson (NE),0.791
Kohl,Obama,0.931
Kohl,Pryor,0.841
Kohl,Reed,0.942
Kohl,Reid,0.931
Kohl,Roberts,0.434
Kohl,Rockefeller,0.875
Kohl,Salazar,0.922
Kohl,Sanders,0.905
Kohl,Schumer,0.936
Kohl,Sessions,0.418
Kohl,Shelby,0.455
Kohl,Smith,0.617
Kohl,Snowe,0.702
Kohl,Specter,0.653
Kohl,Stabenow,0.909
Kohl,Stevens,0.532
Kohl,Sununu,0.45
Kohl,Tester,0.856
Kohl,Thune,0.477
Kohl,Vitter,0.387
Kohl,Voinovich,0.57
Kohl,Warner,0.496
Kohl,Webb,0.865
Kohl,Whitehouse,0.947
Kohl,Wyden,0.947
Kyl,Landrieu,0.471
Kyl,Lautenberg,0.403
Kyl,Leahy,0.403
Kyl,Levin,0.416
Kyl,Lieberman,0.454
Kyl,Lincoln,0.424
Kyl,Lott,0.794
Kyl,Lugar,0.756
Kyl,Martinez,0.891
Kyl,McCain,0.917
Kyl,McCaskill,0.462
Kyl,McConnell,0.819
Kyl,Menendez,0.408
Kyl,Mikulski,0.429
Kyl,Murkowski,0.765
Kyl,Murray,0.424
Kyl,Nelson (FL),0.416
Kyl,Nelson (NE),0.479
Kyl,Obama,0.396
Kyl,Pryor,0.471
Kyl,Reed,0.399
Kyl,Reid,0.429
Kyl,Roberts,0.787
Kyl,Rockefeller,0.379
Kyl,Salazar,0.454
Kyl,Sanders,0.374
Kyl,Schumer,0.409
Kyl,Sessions,0.772
Kyl,Shelby,0.794
Kyl,Smith,0.634
Kyl,Snowe,0.592
Kyl,Specter,0.693
Kyl,Stabenow,0.399
Kyl,Stevens,0.745
Kyl,Sununu,0.765
Kyl,Tester,0.416
Kyl,Thune,0.782
Kyl,Vitter,0.796
Kyl,Voinovich,0.713
Kyl,Warner,0.807
Kyl,Webb,0.445
Kyl,Whitehouse,0.387
Kyl,Wyden,0.408
Landrieu,Lautenberg,0.826
Landrieu,Leahy,0.814
Landrieu,Levin,0.851
Landrieu,Lieberman,0.777
Landrieu,Lincoln,0.826
Landrieu,Lott,0.492
Landrieu,Lugar,0.591
Landrieu,Martinez,0.485
Landrieu,McCain,0.508
Landrieu,McCaskill,0.86
Landrieu,McConnell,0.533
Landrieu,Menendez,0.814
Landrieu,Mikulski,0.843
Landrieu,Murkowski,0.571
Landrieu,Murray,0.835
Landrieu,Nelson (FL),0.863
Landrieu,Nelson (NE),0.818
Landrieu,Obama,0.825
Landrieu,Pryor,0.851
Landrieu,Reed,0.818
Landrieu,Reid,0.826
Landrieu,Roberts,0.528
Landrieu,Rockefeller,0.853
Landrieu,Salazar,0.826
Landrieu,Sanders,0.81
Landrieu,Schumer,0.809
Landrieu,Sessions,0.485
Landrieu,Shelby,0.533
Landrieu,Smith,0.636
Landrieu,Snowe,0.719
Landrieu,Specter,0.645
Landrieu,Stabenow,0.88
Landrieu,Stevens,0.567
Landrieu,Sununu,0.545
Landrieu,Tester,0.855
Landrieu,Thune,0.541
Landrieu,Vitter,0.524
Landrieu,Voinovich,0.624
Landrieu,Warner,0.57
Landrieu,Webb,0.851
Landrieu,Whitehouse,0.814
Landrieu,Wyden,0.839
Lautenberg,Leahy,0.921
Lautenberg,Levin,0.942
Lautenberg,Lieberman,0.876
Lautenberg,Lincoln,0.863
Lautenberg,Lott,0.404
Lautenberg,Lugar,0.556
Lautenberg,Martinez,0.452
Lautenberg,McCain,0.483
Lautenberg,McCaskill,0.834
Lautenberg,McConnell,0.411
Lautenberg,Menendez,0.979
Lautenberg,Mikulski,0.95
Lautenberg,Murkowski,0.517
Lautenberg,Murray,0.967
Lautenberg,Nelson (FL),0.921
Lautenberg,Nelson (NE),0.772
Lautenberg,Obama,0.968
Lautenberg,Pryor,0.809
Lautenberg,Reed,0.959
Lautenberg,Reid,0.929
Lautenberg,Roberts,0.396
Lautenberg,Rockefeller,0.866
Lautenberg,Salazar,0.892
Lautenberg,Sanders,0.905
Lautenberg,Schumer,0.962
Lautenberg,Sessions,0.397
Lautenberg,Shelby,0.444
Lautenberg,Smith,0.602
Lautenberg,Snowe,0.718
Lautenberg,Specter,0.66
Lautenberg,Stabenow,0.921
Lautenberg,Stevens,0.511
Lautenberg,Sununu,0.44
Lautenberg,Tester,0.822
Lautenberg,Thune,0.444
Lautenberg,Vitter,0.387
Lautenberg,Voinovich,0.57
Lautenberg,Warner,0.519
Lautenberg,Webb,0.892
Lautenberg,Whitehouse,0.959
Lautenberg,Wyden,0.938
Leahy,Levin,0.893
Leahy,Lieberman,0.835
Leahy,Lincoln,0.876
Leahy,Lott,0.438
Leahy,Lugar,0.58
Leahy,Martinez,0.444
Leahy,McCain,0.458
Leahy,McCaskill,0.798
Leahy,McConnell,0.42
Leahy,Menendez,0.926
Leahy,Mikulski,0.93
Leahy,Murkowski,0.529
Leahy,Murray,0.93
Leahy,Nelson (FL),0.892
Leahy,Nelson (NE),0.794
Leahy,Obama,0.912
Leahy,Pryor,0.84
Leahy,Reed,0.951
Leahy,Reid,0.905
Leahy,Roberts,0.421
Leahy,Rockefeller,0.858
Leahy,Salazar,0.897
Leahy,Sanders,0.922
Leahy,Schumer,0.932
Leahy,Sessions,0.426
Leahy,Shelby,0.465
Leahy,Smith,0.605
Leahy,Snowe,0.724
Leahy,Specter,0.64
Leahy,Stabenow,0.889
Leahy,Stevens,0.537
Leahy,Sununu,0.45
Leahy,Tester,0.84
Leahy,Thune,0.461
Leahy,Vitter,0.4
Leahy,Voinovich,0.544
Leahy,Warner,0.504
Leahy,Webb,0.864
Leahy,Whitehouse,0.955
Leahy,Wyden,0.926
Levin,Lieberman,0.864
Levin,Lincoln,0.867
Levin,Lott,0.429
Levin,Lugar,0.562
Levin,Martinez,0.448
Levin,McCain,0.492
Levin,McCaskill,0.868
Levin,McConnell,0.426
Levin,Menendez,0.934
Levin,Mikulski,0.921
Levin,Murkowski,0.517
Levin,Murray,0.93
Levin,Nelson (FL),0.905
Levin,Nelson (NE),0.773
Levin,Obama,0.935
Levin,Pryor,0.839
Levin,Reed,0.934
Levin,Reid,0.926
Levin,Roberts,0.426
Levin,Rockefeller,0.892
Levin,Salazar,0.888
Levin,Sanders,0.893
Levin,Schumer,0.928
Levin,Sessions,0.409
Levin,Shelby,0.45
Levin,Smith,0.603
Levin,Snowe,0.702
Levin,Specter,0.649
Levin,Stabenow,0.955
Levin,Stevens,0.519
Levin,Sununu,0.421
Levin,Tester,0.826
Levin,Thune,0.442
Levin,Vitter,0.422
Levin,Voinovich,0.582
Levin,Warner,0.5
Levin,Webb,0.897
Levin,Whitehouse,0.934
Levin,Wyden,0.917
Lieberman,Lincoln,0.838
Lieberman,Lott,0.483
Lieberman,Lugar,0.645
